y,Jurisdiction_encoded,Sub-stream,Total type,Category_encoded,Type_encoded,Management_encoded,Fate_encoded,ds_encoded
54,6,2,Hazwaste total,2,1,5,0,6
0,6,2,Hazwaste total,2,1,5,1,6
121,6,2,Hazwaste total,2,1,5,3,6
487,6,3,Hazwaste total,2,1,1,1,6
1551,6,3,Hazwaste total,2,1,2,0,6
196,6,3,Hazwaste total,2,1,3,0,6
2115,6,3,Hazwaste total,2,1,4,3,6
571,6,3,Hazwaste total,2,1,5,0,6
31,6,3,Hazwaste total,2,1,5,1,6
1159,6,3,Hazwaste total,2,1,5,3,6
487,6,9,Hazwaste total,2,1,1,1,6
1642,6,9,Hazwaste total,2,1,2,0,6
201,6,9,Hazwaste total,2,1,3,0,6
2116,6,9,Hazwaste total,2,1,4,3,6
576,6,9,Hazwaste total,2,1,5,0,6
31,6,9,Hazwaste total,2,1,5,1,6
1167,6,9,Hazwaste total,2,1,5,3,6
0,7,2,Hazwaste total,2,1,1,1,6
2277,7,2,Hazwaste total,2,1,2,0,6
8,7,2,Hazwaste total,2,1,3,0,6
358,7,2,Hazwaste total,2,1,4,3,6
360,7,2,Hazwaste total,2,1,5,0,6
0,7,2,Hazwaste total,2,1,5,1,6
660,7,2,Hazwaste total,2,1,5,3,6
1300,7,3,Hazwaste total,2,1,1,1,6
2229,7,3,Hazwaste total,2,1,2,0,6
629,7,3,Hazwaste total,2,1,3,0,6
2390,7,3,Hazwaste total,2,1,4,3,6
1663,7,3,Hazwaste total,2,1,5,0,6
929,7,3,Hazwaste total,2,1,5,1,6
1875,7,3,Hazwaste total,2,1,5,3,6
1300,7,9,Hazwaste total,2,1,1,1,6
2559,7,9,Hazwaste total,2,1,2,0,6
630,7,9,Hazwaste total,2,1,3,0,6
2393,7,9,Hazwaste total,2,1,4,3,6
1672,7,9,Hazwaste total,2,1,5,0,6
929,7,9,Hazwaste total,2,1,5,1,6
1909,7,9,Hazwaste total,2,1,5,3,6
0,8,2,Hazwaste total,2,1,1,1,6
998,8,2,Hazwaste total,2,1,2,0,6
0,8,2,Hazwaste total,2,1,3,0,6
219,8,2,Hazwaste total,2,1,4,3,6
171,8,2,Hazwaste total,2,1,5,0,6
0,8,2,Hazwaste total,2,1,5,1,6
362,8,2,Hazwaste total,2,1,5,3,6
923,8,3,Hazwaste total,2,1,1,1,6
1894,8,3,Hazwaste total,2,1,2,0,6
586,8,3,Hazwaste total,2,1,3,0,6
2422,8,3,Hazwaste total,2,1,4,3,6
1452,8,3,Hazwaste total,2,1,5,0,6
874,8,3,Hazwaste total,2,1,5,1,6
1536,8,3,Hazwaste total,2,1,5,3,6
923,8,9,Hazwaste total,2,1,1,1,6
1945,8,9,Hazwaste total,2,1,2,0,6
586,8,9,Hazwaste total,2,1,3,0,6
2423,8,9,Hazwaste total,2,1,4,3,6
1455,8,9,Hazwaste total,2,1,5,0,6
874,8,9,Hazwaste total,2,1,5,1,6
1547,8,9,Hazwaste total,2,1,5,3,6
0,0,2,Hazwaste total,2,1,1,1,5
479,0,2,Hazwaste total,2,1,2,0,5
8,0,2,Hazwaste total,2,1,3,0,5
5,0,2,Hazwaste total,2,1,4,3,5
7,0,2,Hazwaste total,2,1,5,0,5
0,0,2,Hazwaste total,2,1,5,1,5
10,0,2,Hazwaste total,2,1,5,3,5
296,0,3,Hazwaste total,2,1,1,1,5
622,0,3,Hazwaste total,2,1,2,0,5
101,0,3,Hazwaste total,2,1,3,0,5
625,0,3,Hazwaste total,2,1,4,3,5
264,0,3,Hazwaste total,2,1,5,0,5
92,0,3,Hazwaste total,2,1,5,1,5
347,0,3,Hazwaste total,2,1,5,3,5
296,0,9,Hazwaste total,2,1,1,1,5
749,0,9,Hazwaste total,2,1,2,0,5
103,0,9,Hazwaste total,2,1,3,0,5
626,0,9,Hazwaste total,2,1,4,3,5
267,0,9,Hazwaste total,2,1,5,0,5
92,0,9,Hazwaste total,2,1,5,1,5
349,0,9,Hazwaste total,2,1,5,3,5
0,2,2,Hazwaste total,2,1,1,1,5
2372,2,2,Hazwaste total,2,1,2,0,5
0,2,2,Hazwaste total,2,1,3,0,5
632,2,2,Hazwaste total,2,1,4,3,5
1389,2,2,Hazwaste total,2,1,5,0,5
0,2,2,Hazwaste total,2,1,5,1,5
1757,2,2,Hazwaste total,2,1,5,3,5
1276,2,3,Hazwaste total,2,1,1,1,5
2323,2,3,Hazwaste total,2,1,2,0,5
115,2,3,Hazwaste total,2,1,3,0,5
1914,2,3,Hazwaste total,2,1,4,3,5
1766,2,3,Hazwaste total,2,1,5,0,5
1436,2,3,Hazwaste total,2,1,5,1,5
2201,2,3,Hazwaste total,2,1,5,3,5
1276,2,9,Hazwaste total,2,1,1,1,5
2613,2,9,Hazwaste total,2,1,2,0,5
115,2,9,Hazwaste total,2,1,3,0,5
1931,2,9,Hazwaste total,2,1,4,3,5
1951,2,9,Hazwaste total,2,1,5,0,5
1436,2,9,Hazwaste total,2,1,5,1,5
2359,2,9,Hazwaste total,2,1,5,3,5
0,3,2,Hazwaste total,2,1,1,1,5
665,3,2,Hazwaste total,2,1,2,0,5
3,3,2,Hazwaste total,2,1,3,0,5
28,3,2,Hazwaste total,2,1,4,3,5
52,3,2,Hazwaste total,2,1,5,0,5
0,3,2,Hazwaste total,2,1,5,1,5
136,3,2,Hazwaste total,2,1,5,3,5
345,3,3,Hazwaste total,2,1,1,1,5
708,3,3,Hazwaste total,2,1,2,0,5
158,3,3,Hazwaste total,2,1,3,0,5
915,3,3,Hazwaste total,2,1,4,3,5
417,3,3,Hazwaste total,2,1,5,0,5
249,3,3,Hazwaste total,2,1,5,1,5
627,3,3,Hazwaste total,2,1,5,3,5
345,3,9,Hazwaste total,2,1,1,1,5
913,3,9,Hazwaste total,2,1,2,0,5
159,3,9,Hazwaste total,2,1,3,0,5
918,3,9,Hazwaste total,2,1,4,3,5
426,3,9,Hazwaste total,2,1,5,0,5
249,3,9,Hazwaste total,2,1,5,1,5
646,3,9,Hazwaste total,2,1,5,3,5
0,4,2,Hazwaste total,2,1,1,1,5
2181,4,2,Hazwaste total,2,1,2,0,5
150,4,2,Hazwaste total,2,1,3,0,5
80,4,2,Hazwaste total,2,1,4,3,5
101,4,2,Hazwaste total,2,1,5,0,5
0,4,2,Hazwaste total,2,1,5,1,5
0,4,2,Hazwaste total,2,1,5,3,5
961,4,3,Hazwaste total,2,1,1,1,5
2302,4,3,Hazwaste total,2,1,2,0,5
1154,4,3,Hazwaste total,2,1,3,0,5
2479,4,3,Hazwaste total,2,1,4,3,5
1596,4,3,Hazwaste total,2,1,5,0,5
1134,4,3,Hazwaste total,2,1,5,1,5
1939,4,3,Hazwaste total,2,1,5,3,5
961,4,9,Hazwaste total,2,1,1,1,5
2546,4,9,Hazwaste total,2,1,2,0,5
1163,4,9,Hazwaste total,2,1,3,0,5
2480,4,9,Hazwaste total,2,1,4,3,5
1599,4,9,Hazwaste total,2,1,5,0,5
1134,4,9,Hazwaste total,2,1,5,1,5
1939,4,9,Hazwaste total,2,1,5,3,5
0,5,2,Hazwaste total,2,1,1,1,5
2021,5,2,Hazwaste total,2,1,2,0,5
0,5,2,Hazwaste total,2,1,3,0,5
1341,5,2,Hazwaste total,2,1,4,3,5
1253,5,2,Hazwaste total,2,1,5,0,5
0,5,2,Hazwaste total,2,1,5,1,5
1859,5,2,Hazwaste total,2,1,5,3,5
1079,5,3,Hazwaste total,2,1,1,1,5
2300,5,3,Hazwaste total,2,1,2,0,5
1027,5,3,Hazwaste total,2,1,3,0,5
1702,5,3,Hazwaste total,2,1,4,3,5
1668,5,3,Hazwaste total,2,1,5,0,5
366,5,3,Hazwaste total,2,1,5,1,5
1587,5,3,Hazwaste total,2,1,5,3,5
1079,5,9,Hazwaste total,2,1,1,1,5
2500,5,9,Hazwaste total,2,1,2,0,5
1027,5,9,Hazwaste total,2,1,3,0,5
1897,5,9,Hazwaste total,2,1,4,3,5
1828,5,9,Hazwaste total,2,1,5,0,5
366,5,9,Hazwaste total,2,1,5,1,5
2069,5,9,Hazwaste total,2,1,5,3,5
0,6,2,Hazwaste total,2,1,1,1,5
893,6,2,Hazwaste total,2,1,2,0,5
22,6,2,Hazwaste total,2,1,3,0,5
32,6,2,Hazwaste total,2,1,4,3,5
54,6,2,Hazwaste total,2,1,5,0,5
0,6,2,Hazwaste total,2,1,5,1,5
121,6,2,Hazwaste total,2,1,5,3,5
486,6,3,Hazwaste total,2,1,1,1,5
1552,6,3,Hazwaste total,2,1,2,0,5
196,6,3,Hazwaste total,2,1,3,0,5
2117,6,3,Hazwaste total,2,1,4,3,5
572,6,3,Hazwaste total,2,1,5,0,5
31,6,3,Hazwaste total,2,1,5,1,5
1162,6,3,Hazwaste total,2,1,5,3,5
486,6,9,Hazwaste total,2,1,1,1,5
1643,6,9,Hazwaste total,2,1,2,0,5
201,6,9,Hazwaste total,2,1,3,0,5
2118,6,9,Hazwaste total,2,1,4,3,5
577,6,9,Hazwaste total,2,1,5,0,5
31,6,9,Hazwaste total,2,1,5,1,5
1169,6,9,Hazwaste total,2,1,5,3,5
0,7,2,Hazwaste total,2,1,1,1,5
2296,7,2,Hazwaste total,2,1,2,0,5
7,7,2,Hazwaste total,2,1,3,0,5
364,7,2,Hazwaste total,2,1,4,3,5
367,7,2,Hazwaste total,2,1,5,0,5
0,7,2,Hazwaste total,2,1,5,1,5
673,7,2,Hazwaste total,2,1,5,3,5
1294,7,3,Hazwaste total,2,1,1,1,5
2208,7,3,Hazwaste total,2,1,2,0,5
578,7,3,Hazwaste total,2,1,3,0,5
2309,7,3,Hazwaste total,2,1,4,3,5
1554,7,3,Hazwaste total,2,1,5,0,5
849,7,3,Hazwaste total,2,1,5,1,5
1807,7,3,Hazwaste total,2,1,5,3,5
1294,7,9,Hazwaste total,2,1,1,1,5
2555,7,9,Hazwaste total,2,1,2,0,5
579,7,9,Hazwaste total,2,1,3,0,5
2312,7,9,Hazwaste total,2,1,4,3,5
1565,7,9,Hazwaste total,2,1,5,0,5
849,7,9,Hazwaste total,2,1,5,1,5
1840,7,9,Hazwaste total,2,1,5,3,5
0,8,2,Hazwaste total,2,1,1,1,5
735,8,2,Hazwaste total,2,1,2,0,5
0,8,2,Hazwaste total,2,1,3,0,5
253,8,2,Hazwaste total,2,1,4,3,5
194,8,2,Hazwaste total,2,1,5,0,5
0,8,2,Hazwaste total,2,1,5,1,5
391,8,2,Hazwaste total,2,1,5,3,5
898,8,3,Hazwaste total,2,1,1,1,5
1832,8,3,Hazwaste total,2,1,2,0,5
536,8,3,Hazwaste total,2,1,3,0,5
2418,8,3,Hazwaste total,2,1,4,3,5
1277,8,3,Hazwaste total,2,1,5,0,5
798,8,3,Hazwaste total,2,1,5,1,5
1429,8,3,Hazwaste total,2,1,5,3,5
898,8,9,Hazwaste total,2,1,1,1,5
1873,8,9,Hazwaste total,2,1,2,0,5
536,8,9,Hazwaste total,2,1,3,0,5
2421,8,9,Hazwaste total,2,1,4,3,5
1284,8,9,Hazwaste total,2,1,5,0,5
798,8,9,Hazwaste total,2,1,5,1,5
1448,8,9,Hazwaste total,2,1,5,3,5
1186,0,3,Biosolids total,1,1,3,0,4
0,0,3,Biosolids total,1,1,4,3,4
1186,0,9,Biosolids total,1,1,3,0,4
0,0,9,Biosolids total,1,1,4,3,4
0,0,2,Hazwaste total,2,1,1,1,4
239,0,2,Hazwaste total,2,1,2,0,4
2,0,2,Hazwaste total,2,1,3,0,4
2,0,2,Hazwaste total,2,1,4,3,4
4,0,2,Hazwaste total,2,1,5,0,4
0,0,2,Hazwaste total,2,1,5,1,4
10,0,2,Hazwaste total,2,1,5,3,4
290,0,3,Hazwaste total,2,1,1,1,4
504,0,3,Hazwaste total,2,1,2,0,4
99,0,3,Hazwaste total,2,1,3,0,4
614,0,3,Hazwaste total,2,1,4,3,4
258,0,3,Hazwaste total,2,1,5,0,4
90,0,3,Hazwaste total,2,1,5,1,4
344,0,3,Hazwaste total,2,1,5,3,4
290,0,9,Hazwaste total,2,1,1,1,4
553,0,9,Hazwaste total,2,1,2,0,4
100,0,9,Hazwaste total,2,1,3,0,4
616,0,9,Hazwaste total,2,1,4,3,4
260,0,9,Hazwaste total,2,1,5,0,4
90,0,9,Hazwaste total,2,1,5,1,4
346,0,9,Hazwaste total,2,1,5,3,4
0,0,2,All other waste total,7,1,1,1,4
1409,0,2,All other waste total,7,1,2,0,4
539,0,2,All other waste total,7,1,2,1,4
2266,0,2,All other waste total,7,1,4,3,4
0,0,3,All other waste total,7,1,1,1,4
1815,0,3,All other waste total,7,1,2,0,4
1095,0,3,All other waste total,7,1,2,1,4
2209,0,3,All other waste total,7,1,4,3,4
0,0,1,All other waste total,7,1,1,1,4
1577,0,1,All other waste total,7,1,2,0,4
946,0,1,All other waste total,7,1,2,1,4
1922,0,1,All other waste total,7,1,4,3,4
0,0,9,All other waste total,7,1,1,1,4
2143,0,9,All other waste total,7,1,2,0,4
1347,0,9,All other waste total,7,1,2,1,4
2615,0,9,All other waste total,7,1,4,3,4
2915,2,4,Ash waste total,0,1,3,2,4
3083,2,4,Ash waste total,0,1,4,3,4
2915,2,9,Ash waste total,0,1,3,2,4
3083,2,9,Ash waste total,0,1,4,3,4
1731,2,3,Biosolids total,1,1,3,0,4
2382,2,3,Biosolids total,1,1,4,3,4
1731,2,9,Biosolids total,1,1,3,0,4
2382,2,9,Biosolids total,1,1,4,3,4
0,2,2,Hazwaste total,2,1,1,1,4
2356,2,2,Hazwaste total,2,1,2,0,4
0,2,2,Hazwaste total,2,1,3,0,4
624,2,2,Hazwaste total,2,1,4,3,4
1380,2,2,Hazwaste total,2,1,5,0,4
0,2,2,Hazwaste total,2,1,5,1,4
1752,2,2,Hazwaste total,2,1,5,3,4
1271,2,3,Hazwaste total,2,1,1,1,4
2246,2,3,Hazwaste total,2,1,2,0,4
66,2,3,Hazwaste total,2,1,3,0,4
1823,2,3,Hazwaste total,2,1,4,3,4
1595,2,3,Hazwaste total,2,1,5,0,4
1349,2,3,Hazwaste total,2,1,5,1,4
2091,2,3,Hazwaste total,2,1,5,3,4
1271,2,9,Hazwaste total,2,1,1,1,4
2590,2,9,Hazwaste total,2,1,2,0,4
66,2,9,Hazwaste total,2,1,3,0,4
1850,2,9,Hazwaste total,2,1,4,3,4
1835,2,9,Hazwaste total,2,1,5,0,4
1349,2,9,Hazwaste total,2,1,5,1,4
2256,2,9,Hazwaste total,2,1,5,3,4
0,2,2,All other waste total,7,1,1,1,4
2736,2,2,All other waste total,7,1,2,0,4
1343,2,2,All other waste total,7,1,2,1,4
3104,2,2,All other waste total,7,1,4,3,4
0,2,3,All other waste total,7,1,1,1,4
2935,2,3,All other waste total,7,1,2,0,4
2249,2,3,All other waste total,7,1,2,1,4
3015,2,3,All other waste total,7,1,4,3,4
0,2,1,All other waste total,7,1,1,1,4
2926,2,1,All other waste total,7,1,2,0,4
2344,2,1,All other waste total,7,1,2,1,4
2946,2,1,All other waste total,7,1,4,3,4
0,2,9,All other waste total,7,1,1,1,4
3096,2,9,All other waste total,7,1,2,0,4
2607,2,9,All other waste total,7,1,2,1,4
3137,2,9,All other waste total,7,1,4,3,4
337,3,3,Biosolids total,1,1,3,0,4
813,3,3,Biosolids total,1,1,4,3,4
337,3,9,Biosolids total,1,1,3,0,4
813,3,9,Biosolids total,1,1,4,3,4
0,3,2,Hazwaste total,2,1,1,1,4
664,3,2,Hazwaste total,2,1,2,0,4
3,3,2,Hazwaste total,2,1,3,0,4
27,3,2,Hazwaste total,2,1,4,3,4
51,3,2,Hazwaste total,2,1,5,0,4
0,3,2,Hazwaste total,2,1,5,1,4
135,3,2,Hazwaste total,2,1,5,3,4
342,3,3,Hazwaste total,2,1,1,1,4
703,3,3,Hazwaste total,2,1,2,0,4
157,3,3,Hazwaste total,2,1,3,0,4
908,3,3,Hazwaste total,2,1,4,3,4
414,3,3,Hazwaste total,2,1,5,0,4
246,3,3,Hazwaste total,2,1,5,1,4
623,3,3,Hazwaste total,2,1,5,3,4
342,3,9,Hazwaste total,2,1,1,1,4
903,3,9,Hazwaste total,2,1,2,0,4
158,3,9,Hazwaste total,2,1,3,0,4
911,3,9,Hazwaste total,2,1,4,3,4
421,3,9,Hazwaste total,2,1,5,0,4
246,3,9,Hazwaste total,2,1,5,1,4
642,3,9,Hazwaste total,2,1,5,3,4
0,3,2,All other waste total,7,1,1,1,4
1927,3,2,All other waste total,7,1,2,0,4
372,3,2,All other waste total,7,1,2,1,4
0,3,2,All other waste total,7,1,4,3,4
0,3,3,All other waste total,7,1,1,1,4
1373,3,3,All other waste total,7,1,2,0,4
523,3,3,All other waste total,7,1,2,1,4
186,3,3,All other waste total,7,1,4,3,4
0,3,1,All other waste total,7,1,1,1,4
1885,3,1,All other waste total,7,1,2,0,4
907,3,1,All other waste total,7,1,2,1,4
971,3,1,All other waste total,7,1,4,3,4
0,3,9,All other waste total,7,1,1,1,4
2257,3,9,All other waste total,7,1,2,0,4
1076,3,9,All other waste total,7,1,2,1,4
986,3,9,All other waste total,7,1,4,3,4
3058,4,4,Ash waste total,0,1,3,2,4
2622,4,4,Ash waste total,0,1,4,3,4
3058,4,9,Ash waste total,0,1,3,2,4
2622,4,9,Ash waste total,0,1,4,3,4
812,4,3,Biosolids total,1,1,3,0,4
2318,4,3,Biosolids total,1,1,4,3,4
812,4,9,Biosolids total,1,1,3,0,4
2318,4,9,Biosolids total,1,1,4,3,4
0,4,2,Hazwaste total,2,1,1,1,4
2417,4,2,Hazwaste total,2,1,2,0,4
133,4,2,Hazwaste total,2,1,3,0,4
74,4,2,Hazwaste total,2,1,4,3,4
90,4,2,Hazwaste total,2,1,5,0,4
0,4,2,Hazwaste total,2,1,5,1,4
0,4,2,Hazwaste total,2,1,5,3,4
952,4,3,Hazwaste total,2,1,1,1,4
2415,4,3,Hazwaste total,2,1,2,0,4
1089,4,3,Hazwaste total,2,1,3,0,4
2482,4,3,Hazwaste total,2,1,4,3,4
1692,4,3,Hazwaste total,2,1,5,0,4
1111,4,3,Hazwaste total,2,1,5,1,4
1965,4,3,Hazwaste total,2,1,5,3,4
952,4,9,Hazwaste total,2,1,1,1,4
2646,4,9,Hazwaste total,2,1,2,0,4
1096,4,9,Hazwaste total,2,1,3,0,4
2483,4,9,Hazwaste total,2,1,4,3,4
1694,4,9,Hazwaste total,2,1,5,0,4
1111,4,9,Hazwaste total,2,1,5,1,4
1965,4,9,Hazwaste total,2,1,5,3,4
0,4,2,All other waste total,7,1,1,1,4
2703,4,2,All other waste total,7,1,2,0,4
689,4,2,All other waste total,7,1,2,1,4
2802,4,2,All other waste total,7,1,4,3,4
1465,4,3,All other waste total,7,1,1,1,4
2762,4,3,All other waste total,7,1,2,0,4
1544,4,3,All other waste total,7,1,2,1,4
2752,4,3,All other waste total,7,1,4,3,4
1983,4,1,All other waste total,7,1,1,1,4
2891,4,1,All other waste total,7,1,2,0,4
1792,4,1,All other waste total,7,1,2,1,4
2783,4,1,All other waste total,7,1,4,3,4
2105,4,9,All other waste total,7,1,1,1,4
3041,4,9,All other waste total,7,1,2,0,4
2041,4,9,All other waste total,7,1,2,1,4
3030,4,9,All other waste total,7,1,4,3,4
2140,5,4,Ash waste total,0,1,3,2,4
2133,5,4,Ash waste total,0,1,4,3,4
2140,5,9,Ash waste total,0,1,3,2,4
2133,5,9,Ash waste total,0,1,4,3,4
0,5,3,Biosolids total,1,1,3,0,4
1990,5,3,Biosolids total,1,1,4,3,4
0,5,9,Biosolids total,1,1,3,0,4
1990,5,9,Biosolids total,1,1,4,3,4
0,5,2,Hazwaste total,2,1,1,1,4
1689,5,2,Hazwaste total,2,1,2,0,4
0,5,2,Hazwaste total,2,1,3,0,4
1035,5,2,Hazwaste total,2,1,4,3,4
951,5,2,Hazwaste total,2,1,5,0,4
0,5,2,Hazwaste total,2,1,5,1,4
1485,5,2,Hazwaste total,2,1,5,3,4
1070,5,3,Hazwaste total,2,1,1,1,4
2016,5,3,Hazwaste total,2,1,2,0,4
988,5,3,Hazwaste total,2,1,3,0,4
1646,5,3,Hazwaste total,2,1,4,3,4
1214,5,3,Hazwaste total,2,1,5,0,4
389,5,3,Hazwaste total,2,1,5,1,4
1353,5,3,Hazwaste total,2,1,5,3,4
1070,5,9,Hazwaste total,2,1,1,1,4
2197,5,9,Hazwaste total,2,1,2,0,4
988,5,9,Hazwaste total,2,1,3,0,4
1750,5,9,Hazwaste total,2,1,4,3,4
1371,5,9,Hazwaste total,2,1,5,0,4
389,5,9,Hazwaste total,2,1,5,1,4
1740,5,9,Hazwaste total,2,1,5,3,4
0,5,2,All other waste total,7,1,1,1,4
1858,5,2,All other waste total,7,1,2,0,4
742,5,2,All other waste total,7,1,2,1,4
2787,5,2,All other waste total,7,1,4,3,4
1517,5,3,All other waste total,7,1,1,1,4
1824,5,3,All other waste total,7,1,2,0,4
1295,5,3,All other waste total,7,1,2,1,4
2779,5,3,All other waste total,7,1,4,3,4
0,5,1,All other waste total,7,1,1,1,4
2135,5,1,All other waste total,7,1,2,0,4
1580,5,1,All other waste total,7,1,2,1,4
2477,5,1,All other waste total,7,1,4,3,4
1517,5,9,All other waste total,7,1,1,1,4
2474,5,9,All other waste total,7,1,2,0,4
1817,5,9,All other waste total,7,1,2,1,4
2998,5,9,All other waste total,7,1,4,3,4
166,6,3,Biosolids total,1,1,3,0,4
1040,6,3,Biosolids total,1,1,4,3,4
166,6,9,Biosolids total,1,1,3,0,4
1040,6,9,Biosolids total,1,1,4,3,4
0,6,2,Hazwaste total,2,1,1,1,4
551,6,2,Hazwaste total,2,1,2,0,4
0,6,2,Hazwaste total,2,1,3,0,4
22,6,2,Hazwaste total,2,1,4,3,4
42,6,2,Hazwaste total,2,1,5,0,4
0,6,2,Hazwaste total,2,1,5,1,4
120,6,2,Hazwaste total,2,1,5,3,4
484,6,3,Hazwaste total,2,1,1,1,4
1499,6,3,Hazwaste total,2,1,2,0,4
191,6,3,Hazwaste total,2,1,3,0,4
2113,6,3,Hazwaste total,2,1,4,3,4
568,6,3,Hazwaste total,2,1,5,0,4
31,6,3,Hazwaste total,2,1,5,1,4
1158,6,3,Hazwaste total,2,1,5,3,4
484,6,9,Hazwaste total,2,1,1,1,4
1531,6,9,Hazwaste total,2,1,2,0,4
191,6,9,Hazwaste total,2,1,3,0,4
2114,6,9,Hazwaste total,2,1,4,3,4
575,6,9,Hazwaste total,2,1,5,0,4
31,6,9,Hazwaste total,2,1,5,1,4
1166,6,9,Hazwaste total,2,1,5,3,4
0,6,2,All other waste total,7,1,1,1,4
1385,6,2,All other waste total,7,1,2,0,4
199,6,2,All other waste total,7,1,2,1,4
0,6,2,All other waste total,7,1,4,3,4
0,6,3,All other waste total,7,1,1,1,4
2162,6,3,All other waste total,7,1,2,0,4
1225,6,3,All other waste total,7,1,2,1,4
1634,6,3,All other waste total,7,1,4,3,4
0,6,1,All other waste total,7,1,1,1,4
2012,6,1,All other waste total,7,1,2,0,4
1177,6,1,All other waste total,7,1,2,1,4
1743,6,1,All other waste total,7,1,4,3,4
0,6,9,All other waste total,7,1,1,1,4
2470,6,9,All other waste total,7,1,2,0,4
1445,6,9,All other waste total,7,1,2,1,4
2032,6,9,All other waste total,7,1,4,3,4
2861,7,4,Ash waste total,0,1,3,2,4
0,7,4,Ash waste total,0,1,4,3,4
2861,7,9,Ash waste total,0,1,3,2,4
0,7,9,Ash waste total,0,1,4,3,4
2292,7,3,Biosolids total,1,1,3,0,4
2029,7,3,Biosolids total,1,1,4,3,4
2292,7,9,Biosolids total,1,1,3,0,4
2029,7,9,Biosolids total,1,1,4,3,4
0,7,2,Hazwaste total,2,1,1,1,4
2327,7,2,Hazwaste total,2,1,2,0,4
5,7,2,Hazwaste total,2,1,3,0,4
374,7,2,Hazwaste total,2,1,4,3,4
376,7,2,Hazwaste total,2,1,5,0,4
0,7,2,Hazwaste total,2,1,5,1,4
694,7,2,Hazwaste total,2,1,5,3,4
1286,7,3,Hazwaste total,2,1,1,1,4
2200,7,3,Hazwaste total,2,1,2,0,4
531,7,3,Hazwaste total,2,1,3,0,4
2336,7,3,Hazwaste total,2,1,4,3,4
1563,7,3,Hazwaste total,2,1,5,0,4
865,7,3,Hazwaste total,2,1,5,1,4
1845,7,3,Hazwaste total,2,1,5,3,4
1286,7,9,Hazwaste total,2,1,1,1,4
2560,7,9,Hazwaste total,2,1,2,0,4
533,7,9,Hazwaste total,2,1,3,0,4
2338,7,9,Hazwaste total,2,1,4,3,4
1573,7,9,Hazwaste total,2,1,5,0,4
865,7,9,Hazwaste total,2,1,5,1,4
1878,7,9,Hazwaste total,2,1,5,3,4
0,7,2,All other waste total,7,1,1,1,4
2748,7,2,All other waste total,7,1,2,0,4
1148,7,2,All other waste total,7,1,2,1,4
3020,7,2,All other waste total,7,1,4,3,4
328,7,3,All other waste total,7,1,1,1,4
2852,7,3,All other waste total,7,1,2,0,4
2090,7,3,All other waste total,7,1,2,1,4
2988,7,3,All other waste total,7,1,4,3,4
0,7,1,All other waste total,7,1,1,1,4
2893,7,1,All other waste total,7,1,2,0,4
2354,7,1,All other waste total,7,1,2,1,4
2859,7,1,All other waste total,7,1,4,3,4
328,7,9,All other waste total,7,1,1,1,4
3063,7,9,All other waste total,7,1,2,0,4
2549,7,9,All other waste total,7,1,2,1,4
3122,7,9,All other waste total,7,1,4,3,4
2313,8,4,Ash waste total,0,1,3,2,4
2647,8,4,Ash waste total,0,1,4,3,4
2313,8,9,Ash waste total,0,1,3,2,4
2647,8,9,Ash waste total,0,1,4,3,4
932,8,3,Biosolids total,1,1,3,0,4
1804,8,3,Biosolids total,1,1,4,3,4
932,8,9,Biosolids total,1,1,3,0,4
1804,8,9,Biosolids total,1,1,4,3,4
0,8,2,Hazwaste total,2,1,1,1,4
861,8,2,Hazwaste total,2,1,2,0,4
0,8,2,Hazwaste total,2,1,3,0,4
317,8,2,Hazwaste total,2,1,4,3,4
220,8,2,Hazwaste total,2,1,5,0,4
0,8,2,Hazwaste total,2,1,5,1,4
463,8,2,Hazwaste total,2,1,5,3,4
883,8,3,Hazwaste total,2,1,1,1,4
1827,8,3,Hazwaste total,2,1,2,0,4
506,8,3,Hazwaste total,2,1,3,0,4
2466,8,3,Hazwaste total,2,1,4,3,4
1221,8,3,Hazwaste total,2,1,5,0,4
767,8,3,Hazwaste total,2,1,5,1,4
1378,8,3,Hazwaste total,2,1,5,3,4
883,8,9,Hazwaste total,2,1,1,1,4
1890,8,9,Hazwaste total,2,1,2,0,4
506,8,9,Hazwaste total,2,1,3,0,4
2469,8,9,Hazwaste total,2,1,4,3,4
1232,8,9,Hazwaste total,2,1,5,0,4
767,8,9,Hazwaste total,2,1,5,1,4
1396,8,9,Hazwaste total,2,1,5,3,4
0,8,2,All other waste total,7,1,1,1,4
2896,8,2,All other waste total,7,1,2,0,4
1017,8,2,All other waste total,7,1,2,1,4
2753,8,2,All other waste total,7,1,4,3,4
0,8,3,All other waste total,7,1,1,1,4
2730,8,3,All other waste total,7,1,2,0,4
1626,8,3,All other waste total,7,1,2,1,4
2491,8,3,All other waste total,7,1,4,3,4
0,8,1,All other waste total,7,1,1,1,4
2729,8,1,All other waste total,7,1,2,0,4
1687,8,1,All other waste total,7,1,2,1,4
2573,8,1,All other waste total,7,1,4,3,4
0,8,9,All other waste total,7,1,1,1,4
3040,8,9,All other waste total,7,1,2,0,4
2045,8,9,All other waste total,7,1,2,1,4
2948,8,9,All other waste total,7,1,4,3,4
1173,0,3,Biosolids total,1,1,3,0,3
0,0,3,Biosolids total,1,1,4,3,3
1173,0,9,Biosolids total,1,1,3,0,3
0,0,9,Biosolids total,1,1,4,3,3
0,0,2,Hazwaste total,2,1,1,1,3
140,0,2,Hazwaste total,2,1,2,0,3
